date,symbol,open,high,low,close,volume,rsi
2021-06-04,NKE,134.5,134.94000244140625,132.27999877929688,133.74000549316406,5217100,50.96361334366335
2021-06-07,DIS,177.97000122070312,178.07000732421875,176.39999389648438,176.99000549316406,5178100,43.32884054097297
2021-06-07,MCD,234.0,234.07000732421875,231.1600036621093,231.69000244140625,1877000,43.19388071578319
2021-06-07,NKE,134.0,135.1999969482422,133.4499969482422,133.9499969482422,3765000,51.62887782202928
2021-06-08,DIS,175.97000122070312,177.1199951171875,175.19000244140625,176.3300018310547,5356200,41.85819305267876
2021-06-08,MCD,231.5,233.97999572753903,231.33999633789065,232.63999938964844,2106200,46.12178541372701
2021-06-08,NKE,134.69000244140625,134.72000122070312,132.41000366210938,133.35000610351562,4915200,49.55999994597474
2021-06-09,DIS,176.30999755859375,177.3300018310547,175.8800048828125,176.0399932861328,5082400,41.19652339822975
2021-06-09,MCD,232.97999572753903,234.32000732421875,231.4499969482422,231.47000122070312,1982200,43.17059326209645
2021-06-09,NKE,133.6199951171875,134.89999389648438,131.4499969482422,131.83999633789062,6448100,44.704709015302015
2021-06-10,DIS,176.44000244140625,177.61000061035156,175.5500030517578,176.57000732421875,5253000,42.970791903369474
2021-06-10,MCD,232.0500030517578,234.8999938964844,231.92999267578125,234.58999633789065,2534000,51.99235277573771
2021-06-10,NKE,131.5,132.57000732421875,130.19000244140625,130.97999572753906,6584100,42.17075337722226
2021-06-11,DIS,177.4499969482422,178.49000549316406,176.80999755859375,177.3800048828125,5476300,45.66882017889822
2021-06-11,MCD,235.0,237.5,234.7100067138672,236.92999267578125,2654300,57.34094260190171
2021-06-11,NKE,131.5,131.99000549316406,130.52999877929688,131.94000244140625,5414500,45.85989257649118
2021-06-14,DIS,177.64999389648438,178.8699951171875,176.89999389648438,178.17999267578125,10170000,48.27174324678805
2021-06-14,MCD,237.17999267578125,237.7700042724609,234.8099975585937,236.97999572753903,1836800,57.45003490138552
2021-06-14,NKE,131.6999969482422,132.0500030517578,130.1300048828125,131.36000061035156,5743600,44.03226253865664
2021-06-15,DIS,178.17999267578125,178.6999969482422,175.6199951171875,175.86000061035156,7895000,41.989173164828095
2021-06-15,MCD,237.52999877929688,237.8099975585937,235.6600036621093,236.3500061035156,1948300,55.52348129103167
2021-06-15,NKE,131.5399932861328,131.75,129.8300018310547,130.2899932861328,5168100,40.80171772194267
2021-06-16,DIS,176.00999450683594,176.25999450683594,173.5500030517578,174.66000366210938,8336000,39.15083758048093
2021-06-16,MCD,237.2100067138672,237.27999877929688,233.77999877929688,235.5800018310547,2951700,53.17626529649501
2021-06-16,NKE,130.3000030517578,131.1699981689453,129.60000610351562,130.39999389648438,7915500,41.2786904289584
2021-06-17,DIS,174.58999633789062,176.25999450683594,173.83999633789062,174.64999389648438,8906000,39.12707835441335
2021-06-17,MCD,235.0800018310547,236.2700042724609,233.27999877929688,233.8800048828125,1895600,48.31958766679445
2021-06-17,NKE,129.24000549316406,129.8800048828125,127.86000061035156,128.9199981689453,8568100,36.96343242472147
2021-06-18,DIS,173.13999938964844,173.86000061035156,172.1199951171875,172.4199981689453,12357500,34.1542767695003
2021-06-18,MCD,231.47000122070312,232.88999938964844,228.82000732421875,229.6199951171875,4408200,38.7650631879518
2021-06-18,NKE,126.68000030517578,129.02999877929688,126.68000030517578,128.41000366210938,9784800,35.58300616609043
2021-06-21,DIS,172.1300048828125,174.25999450683594,171.30999755859375,173.97000122070312,9196900,39.8742912180494
2021-06-21,MCD,230.6300048828125,233.22999572753903,229.47000122070312,232.8999938964844,2193000,47.39078504419656
2021-06-21,NKE,129.24000549316406,130.75999450683594,128.6999969482422,130.0800018310547,6288500,43.07929587989705
2021-06-22,DIS,174.3699951171875,174.6999969482422,172.35000610351562,173.5,8097100,38.774360542951314
2021-06-22,MCD,233.4900054931641,234.8600006103516,232.42999267578125,233.8800048828125,1758300,49.6719074598541
2021-06-22,NKE,130.8300018310547,132.69000244140625,130.1300048828125,132.47999572753906,6043800,51.76638958138315
2021-06-23,DIS,173.6199951171875,175.4499969482422,172.94000244140625,175.3300018310547,9174200,45.12194214222878
2021-06-23,MCD,233.3000030517578,234.4499969482422,232.6999969482422,233.2400054931641,1701500,48.20201598131791
2021-06-23,NKE,132.80999755859375,133.6999969482422,132.2100067138672,133.10000610351562,4566000,53.73096275221606
2021-06-24,DIS,176.1300048828125,178.24000549316406,175.77999877929688,177.92999267578125,7549400,52.63530980900444
2021-06-24,MCD,234.1000061035156,235.1600036621093,232.7400054931641,233.3300018310547,1839800,48.43310291776229
2021-06-24,NKE,133.89999389648438,134.82000732421875,132.89999389648438,133.60000610351562,11420500,55.31172922974486
2021-06-25,DIS,178.8300018310547,179.08999633789062,177.49000549316406,178.35000610351562,7431800,53.73721374228339
2021-06-25,MCD,232.7400054931641,233.4100036621093,232.33999633789065,232.4199981689453,3000100,46.1891906346963
2021-06-25,NKE,152.41000366210938,154.58999633789062,150.47999572753906,154.35000610351562,46285400,82.3149686898962
2021-06-28,DIS,178.5,178.66000366210938,174.99000549316406,176.57000732421875,9881400,48.57922030347161
2021-06-28,MCD,232.6699981689453,232.75,230.009994506836,231.08999633789065,2901700,43.04991356092245
2021-06-28,NKE,153.9199981689453,154.0500030517578,151.50999450683594,152.36000061035156,13133300,77.47959002973028
2021-06-29,DIS,176.63999938964844,177.02000427246094,173.8000030517578,173.92999267578125,13498300,42.12147996652714
2021-06-29,MCD,231.52999877929688,231.7100067138672,230.0500030517578,230.3699951171875,1932100,41.40913078733536
2021-06-29,NKE,153.25999450683594,156.39999389648438,152.91000366210938,155.9499969482422,10279900,79.78643782317938
2021-06-30,DIS,173.88999938964844,175.97999572753906,173.33999633789062,175.77000427246094,7481900,47.37247811963752
2021-06-30,MCD,230.9199981689453,232.25,230.6000061035156,230.9900054931641,2450700,43.40933354063615
2021-06-30,NKE,154.7899932861328,155.33999633789062,153.52000427246094,154.49000549316406,10281800,76.36070439154683
2021-07-01,DIS,175.35000610351562,177.60000610351562,174.60000610351562,177.25999450683594,5887100,51.23095781646708
2021-07-01,MCD,231.4100036621093,232.3999938964844,230.75,232.2700042724609,2210500,47.40153484794284
2021-07-01,NKE,154.07000732421875,158.2100067138672,153.88999938964844,158.0,9011500,78.72565215316966
2021-07-02,DIS,177.86000061035156,178.36000061035156,174.6199951171875,177.11000061035156,11099300,50.826966216066246
2021-07-02,MCD,233.0800018310547,234.1100006103516,232.44000244140625,233.6300048828125,1851500,51.33016988420008
2021-07-02,NKE,158.2100067138672,159.97000122070312,157.63999938964844,159.74000549316406,6396700,79.8042884860401
2021-07-06,DIS,176.75999450683594,177.0,172.22000122070312,173.69000244140625,11557900,42.58177724856188
2021-07-06,MCD,233.6600036621093,233.8999938964844,231.0,232.75,1762700,48.79073747146021
2021-07-06,NKE,159.9199981689453,160.44000244140625,157.86000061035156,160.11000061035156,6671000,80.0360784882538
2021-07-07,DIS,172.86000061035156,174.32000732421875,171.99000549316406,172.82000732421875,6757300,40.769928261003926
2021-07-07,MCD,231.9199981689453,234.9900054931641,231.72000122070312,234.6300048828125,2069400,54.023796591316895
2021-07-07,NKE,160.16000366210938,161.5,158.27999877929688,160.16000366210938,5408300,80.06937063158325
2021-07-08,DIS,170.17999267578125,173.75,169.80999755859375,172.8000030517578,6960100,40.72701698341713
2021-07-08,MCD,232.9499969482422,233.8300018310547,231.94000244140625,232.83999633789065,1932600,48.89994758066168
2021-07-08,NKE,158.1699981689453,160.82000732421875,157.35000610351562,160.6300048828125,6081600,80.4002229570414
2021-07-09,DIS,174.6999969482422,177.52000427246094,173.92999267578125,177.0399932861328,7873300,52.20873341575656
2021-07-09,MCD,234.07000732421875,236.22999572753903,233.0599975585937,235.67999267578125,2560500,56.02607823421134
2021-07-09,NKE,161.69000244140625,161.9600067138672,160.50999450683594,161.0,5002300,80.67222781877938
2021-07-12,DIS,177.7100067138672,184.9900054931641,177.3699951171875,184.3800048828125,21835500,64.88860145743922
2021-07-12,MCD,234.58999633789065,236.2400054931641,234.5,235.6100006103516,2158600,55.81947652638179
2021-07-12,NKE,161.63999938964844,162.42999267578125,160.7100067138672,161.82000732421875,4992200,81.29189950327914
2021-07-13,DIS,184.08999633789065,185.6699981689453,181.83999633789065,183.6499938964844,12534600,63.09559213654795
2021-07-13,MCD,235.6600036621093,237.47000122070312,235.1999969482422,236.1699981689453,1884600,57.18001917419249
2021-07-13,NKE,161.35000610351562,162.30999755859375,161.00999450683594,161.58999633789062,5747700,80.51214697069481
2021-07-14,DIS,185.1999969482422,186.2899932861328,182.0800018310547,183.4199981689453,8787300,62.50954101801357
2021-07-14,MCD,237.02999877929688,239.0500030517578,236.63999938964844,237.1300048828125,1993200,59.483507241837984
2021-07-14,NKE,161.8699951171875,162.72999572753906,161.33999633789062,161.5399932861328,4928000,80.33174994867565
2021-07-15,DIS,183.4499969482422,185.4199981689453,183.0500030517578,184.1499938964844,7867000,63.66317667054942
2021-07-15,MCD,236.58999633789065,237.38999938964844,234.9199981689453,236.8800048828125,2165800,58.5994438356389
2021-07-15,NKE,160.86000061035156,162.1999969482422,160.38999938964844,161.69000244140625,6432500,80.47310362746981
2021-07-16,DIS,184.94000244140625,185.2899932861328,178.9199981689453,179.30999755859375,8348800,52.19517672213889
2021-07-16,MCD,237.7899932861328,237.8800048828125,234.3800048828125,234.75,1680900,51.56731754935877
2021-07-16,NKE,161.6199951171875,161.6999969482422,159.63999938964844,159.85000610351562,6603700,73.49579749988806
2021-07-19,DIS,175.7100067138672,176.47999572753906,172.16000366210938,172.9499969482422,14651800,41.59258384601483
2021-07-19,MCD,232.509994506836,233.32000732421875,226.4199981689453,229.259994506836,3774900,38.68235997949175
2021-07-19,NKE,158.14999389648438,158.82000732421875,156.60000610351562,157.8699951171875,7377100,66.7853208677567
2021-07-20,DIS,173.6999969482422,177.50999450683594,172.8699951171875,176.75,8372400,48.34426232284799
2021-07-20,MCD,230.6499938964844,235.5200042724609,230.2100067138672,234.2700042724609,3275600,50.771055814935
2021-07-20,NKE,157.25999450683594,160.42999267578125,156.5800018310547,159.74000549316406,4629200,69.6077010481048
2021-07-21,DIS,176.5,177.89999389648438,175.32000732421875,176.88999938964844,6302200,48.58009387965917
2021-07-21,MCD,235.97999572753903,238.1100006103516,235.22000122070312,235.92999267578125,2146600,54.00655381326273
2021-07-21,NKE,160.5,161.42999267578125,160.00999450683594,161.0800018310547,5393100,71.47799464907403
2021-07-22,DIS,176.6999969482422,176.72000122070312,173.89999389648438,175.1300048828125,5713700,45.7521872601881
2021-07-22,MCD,235.6499938964844,239.69000244140625,235.1600036621093,238.6699981689453,2538300,58.81783610929909
2021-07-22,NKE,161.11000061035156,163.75,160.92999267578125,163.67999267578125,4851500,74.72769939592011
2021-07-23,DIS,175.66000366210938,176.5,174.02999877929688,176.13999938964844,5126300,47.635975640649605
2021-07-23,MCD,240.1300048828125,245.0500030517578,239.6000061035156,242.9600067138672,3996400,64.99254919065825
2021-07-23,NKE,164.35000610351562,166.4499969482422,163.72999572753906,166.36000061035156,4217700,77.56519438480653
2021-07-26,DIS,175.6199951171875,178.77999877929688,175.33999633789062,178.74000549316406,5641000,52.23436243879378
2021-07-26,MCD,242.0,244.57000732421875,241.6000061035156,243.97999572753903,2638400,66.28683206178677
2021-07-26,NKE,165.7100067138672,166.52999877929688,163.82000732421875,165.08999633789062,3858800,73.36167230723203
2021-07-27,DIS,178.25,179.55999755859375,176.57000732421875,179.5,6684100,53.519253612620055
2021-07-27,MCD,244.1699981689453,247.0500030517578,244.0599975585937,246.3500061035156,3135200,69.1416646615189
2021-07-27,NKE,164.82000732421875,165.61000061035156,162.5800018310547,164.57000732421875,4359000,71.64955462696663
2021-07-28,DIS,179.69000244140625,180.3500061035156,177.5500030517578,179.10000610351562,5926900,52.71551138648998
2021-07-28,MCD,242.5,243.8000030517578,239.3500061035156,241.77999877929688,4948500,58.8016343337457
2021-07-28,NKE,164.49000549316406,165.89999389648438,164.0800018310547,165.4600067138672,4093600,72.81881956535032
2021-07-29,DIS,179.80999755859375,181.4199981689453,178.27000427246094,178.35000610351562,6209100,51.16396933903409
2021-07-29,MCD,243.32000732421875,245.1999969482422,242.97999572753903,244.0200042724609,2572300,61.81589925181624
2021-07-29,NKE,165.89999389648438,167.02999877929688,165.38999938964844,166.99000549316406,3605600,74.74701817880216
2021-07-30,DIS,177.52999877929688,179.1999969482422,175.13999938964844,176.02000427246094,6813400,46.5774760802886
2021-07-30,MCD,243.8500061035156,245.4100036621093,242.2100067138672,242.7100067138672,2336800,59.092928176995215
2021-07-30,NKE,166.58999633789062,167.8699951171875,166.35000610351562,167.50999450683594,5364400,75.38609309736644
2021-08-02,DIS,177.22000122070312,178.82000732421875,175.30999755859375,175.5500030517578,5847200,45.68777534774839
2021-08-02,MCD,244.2400054931641,244.67999267578125,239.69000244140625,240.1000061035156,2693900,53.99009109542312
2021-08-02,NKE,169.05999755859375,169.97999572753906,168.02999877929688,168.75,5532500,76.88815505488634
2021-08-03,DIS,176.02000427246094,176.1300048828125,170.9199981689453,172.99000549316406,9931300,41.0844590337697
2021-08-03,MCD,239.5599975585937,239.9499969482422,235.25,236.9499969482422,3300000,48.54193923042004
2021-08-03,NKE,169.22000122070312,171.5,168.49000549316406,171.22999572753906,5718100,79.57302556980616
2021-08-04,DIS,172.5,173.25,171.33999633789062,172.5800018310547,5665800,40.38268250484599
2021-08-04,MCD,236.4499969482422,236.6000061035156,233.0500030517578,234.8300018310547,2240600,45.23364265483991
2021-08-04,NKE,171.36000061035156,172.33999633789062,170.9600067138672,171.91000366210938,4646200,80.25049948413206
2021-08-05,DIS,172.49000549316406,177.1199951171875,172.49000549316406,176.7100067138672,8864200,49.702640680260295
2021-08-05,MCD,235.7400054931641,236.8099975585937,234.33999633789065,236.4199981689453,2230500,48.09107087448625
2021-08-05,NKE,171.41000366210938,174.0,171.17999267578125,173.85000610351562,3824000,82.07681839942609
2021-08-06,DIS,177.42999267578125,178.80999755859375,176.6300048828125,177.1300048828125,5505200,50.5492746964916
2021-08-06,MCD,236.67999267578125,237.13999938964844,235.6699981689453,236.259994506836,1558600,47.8206777261966
2021-08-06,NKE,174.36000061035156,174.3800048828125,172.6999969482422,172.8000030517578,4088700,77.87908998422611
2021-08-09,DIS,177.0,177.30999755859375,175.05999755859375,176.72000122070312,5339000,49.670308031816354
2021-08-09,MCD,235.7899932861328,236.07000732421875,234.02999877929688,234.67999267578125,2093100,45.12269821749376
2021-08-09,NKE,172.5,173.05999755859375,171.6199951171875,171.77000427246094,3612800,73.8870665626177
2021-08-10,DIS,176.25,177.39999389648438,175.5800018310547,177.07000732421875,5185000,50.46220146921443
2021-08-10,MCD,235.1000061035156,235.1000061035156,233.2400054931641,233.4499969482422,2027500,43.08482147064059
2021-08-10,NKE,171.55999755859375,173.9600067138672,171.42999267578125,172.27000427246094,3747100,74.56855918091946
2021-08-11,DIS,177.36000061035156,178.49000549316406,176.50999450683594,178.08999633789062,5359900,52.79324906771015
2021-08-11,MCD,234.19000244140625,235.94000244140625,233.75,235.5500030517578,1969100,47.44865639975384
2021-08-11,NKE,172.0,173.22000122070312,170.94000244140625,171.27000427246094,4078300,70.60006909687262
2021-08-12,DIS,178.08999633789062,179.72000122070312,176.4499969482422,179.2899932861328,11081300,55.44931098644032
2021-08-12,MCD,236.0,236.759994506836,235.0500030517578,236.6699981689453,1490800,49.66526128438036
2021-08-12,NKE,170.88999938964844,171.32000732421875,169.47999572753906,170.63999938964844,3997100,68.13971038733823
2021-08-13,DIS,186.2899932861328,187.5800018310547,180.8800048828125,181.0800018310547,32504600,59.14221913157529
2021-08-13,MCD,236.7899932861328,239.0,236.2700042724609,238.82000732421875,1699700,53.70238402317631
2021-08-13,NKE,170.4499969482422,171.72000122070312,168.77999877929688,171.69000244140625,2966200,70.01524522095168
2021-08-16,DIS,180.509994506836,180.58999633789065,176.50999450683594,179.08999633789062,8746700,53.80270158422783
2021-08-16,MCD,239.0,241.0500030517578,238.5599975585937,240.97000122070312,2175300,57.38337528094024
2021-08-16,NKE,170.6999969482422,172.39999389648438,169.66000366210938,172.36000061035156,3530200,71.18103832652226
2021-08-17,DIS,177.14999389648438,178.4499969482422,174.9199981689453,175.8300018310547,8534500,46.41058627153616
2021-08-17,MCD,240.3500061035156,240.83999633789065,238.2100067138672,240.27999877929688,1652000,55.848697207663335
2021-08-17,NKE,171.5399932861328,171.6999969482422,169.3800048828125,170.66000366210938,3602900,64.34513507726098
2021-08-18,DIS,175.89999389648438,176.7899932861328,174.5,174.74000549316406,7063500,44.22280553169973
2021-08-18,MCD,239.44000244140625,239.759994506836,237.77999877929688,238.0800018310547,2215500,51.15143152419888
2021-08-18,NKE,169.75,171.8000030517578,168.66000366210938,168.80999755859375,5487400,57.835780996356256
2021-08-19,DIS,174.0,174.67999267578125,172.55999755859375,173.25,8478600,41.35306916118712
2021-08-19,MCD,236.67999267578125,238.1199951171875,236.07000732421875,237.22999572753903,1455400,49.42187043785231
2021-08-19,NKE,166.9600067138672,167.5399932861328,164.3699951171875,165.58999633789062,7336300,48.61692155911575
2021-08-20,DIS,173.0,175.2100067138672,172.64999389648438,175.1199951171875,6239600,46.08203813241476
2021-08-20,MCD,236.9600067138672,239.38999938964844,236.32000732421875,238.4900054931641,1989700,52.01214613573385
2021-08-20,NKE,166.27000427246094,168.00999450683594,165.4199981689453,167.7899932861328,4039100,54.01064453501544
2021-08-23,DIS,177.0800018310547,178.30999755859375,175.91000366210938,177.66000366210938,7395900,51.77071642863573
2021-08-23,MCD,239.4600067138672,240.07000732421875,237.9900054931641,239.6600036621093,2086900,54.35001332467112
2021-08-23,NKE,169.4499969482422,170.89999389648438,169.17999267578125,169.72000122070312,3796500,58.16001087492627
2021-08-24,DIS,177.9199981689453,180.0800018310547,177.75999450683594,178.47000122070312,5886900,53.457130727721456
2021-08-24,MCD,240.38999938964844,240.38999938964844,238.32000732421875,238.42999267578125,1687700,51.50895754430438
2021-08-24,NKE,169.60000610351562,170.8699951171875,168.88999938964844,169.97999572753906,3133100,58.70058851840002
2021-08-25,DIS,178.16000366210938,178.58999633789062,176.8800048828125,178.30999755859375,4842100,53.06242678027823
2021-08-25,MCD,237.92999267578125,239.6000061035156,237.83999633789065,238.8300018310547,1668000,52.380740487769614
2021-08-25,NKE,170.0,170.69000244140625,169.52999877929688,169.83999633789062,3003800,58.26405870912045
2021-08-26,DIS,178.33999633789062,178.94000244140625,176.33999633789062,176.55999755859375,4563000,48.81692475978952
2021-08-26,MCD,238.7899932861328,238.9199981689453,235.9199981689453,236.9499969482422,2008000,48.01186974870159
2021-08-26,NKE,169.3800048828125,169.52000427246094,166.27000427246094,166.9199981689453,4069600,49.924776026488544
2021-08-27,DIS,176.27999877929688,180.5399932861328,176.27999877929688,180.13999938964844,8697000,56.48686831788227
2021-08-27,MCD,237.42999267578125,238.3699951171875,236.3699951171875,237.47999572753903,1784000,49.295801847317314
2021-08-27,NKE,167.27000427246094,168.07000732421875,166.27999877929688,167.5800018310547,3012400,51.61065409995137
2021-08-30,DIS,180.5,181.38999938964844,178.8699951171875,179.97999572753906,6421300,56.08236372322997
2021-08-30,MCD,237.33999633789065,237.759994506836,235.8600006103516,236.58999633789065,2245600,47.188282585971386
2021-08-30,NKE,167.88999938964844,168.41000366210938,166.57000732421875,168.02999877929688,3537100,52.7779894630551
2021-08-31,DIS,179.25,182.97999572753903,178.52999877929688,181.3000030517578,8620000,58.70935556416973
2021-08-31,MCD,235.75,237.72999572753903,234.6699981689453,237.4600067138672,2938100,49.46281470454637
2021-08-31,NKE,167.5500030517578,167.67999267578125,164.1999969482422,164.74000549316406,7545600,44.3534947503163
2021-09-01,DIS,181.9600067138672,184.2100067138672,181.77999877929688,183.47999572753903,7302800,62.67970070284722
2021-09-01,MCD,237.8800048828125,239.0399932861328,237.2100067138672,238.1499938964844,2197100,51.25583694054106
2021-09-01,NKE,164.9199981689453,166.6199951171875,164.0800018310547,164.55999755859375,4706500,43.94022405817204
2021-09-02,DIS,184.1600036621093,185.3000030517578,181.5500030517578,181.8600006103516,6492600,58.20101570074081
2021-09-02,MCD,239.1999969482422,239.9499969482422,238.3800048828125,239.8699951171875,2140200,55.49478365512711
2021-09-02,NKE,165.24000549316406,165.42999267578125,162.7899932861328,163.6699981689453,4632100,41.86328929774689
2021-09-03,DIS,181.82000732421875,181.82000732421875,179.1300048828125,181.0,6847400,55.91680738258879
2021-09-03,MCD,238.38999938964844,239.6499938964844,237.509994506836,238.82000732421875,1339300,52.49366992458364
2021-09-03,NKE,163.1999969482422,164.1699981689453,162.22000122070312,163.2899932861328,4254500,40.97277656236098
2021-09-07,DIS,181.0200042724609,185.5500030517578,180.0500030517578,184.33999633789065,10702900,62.13267413892585
2021-09-07,MCD,238.6100006103516,238.6100006103516,235.9499969482422,236.19000244140625,1820000,45.81090545399535
2021-09-07,NKE,163.6999969482422,163.86000061035156,161.91000366210938,162.63999938964844,5648800,39.42782663227373
2021-09-08,DIS,184.33999633789065,187.4600067138672,183.9199981689453,185.1499938964844,8634000,63.47763591196547
2021-09-08,MCD,236.8000030517578,239.4600067138672,236.0,238.6199951171875,2718400,51.9034191710247
2021-09-08,NKE,162.0,162.08999633789062,159.75,160.7100067138672,6591700,35.18541541673957
2021-09-09,DIS,185.1499938964844,187.5800018310547,184.57000732421875,185.9100036621093,7190700,64.74298678358453
2021-09-09,MCD,238.4199981689453,241.42999267578125,237.7700042724609,238.6100006103516,2992200,51.87758435015548
2021-09-09,NKE,165.25999450683594,166.14999389648438,163.1999969482422,163.33999633789062,8414800,44.02421302855552
2021-09-10,DIS,186.3600006103516,187.1000061035156,184.009994506836,184.1199951171875,5572200,59.51317762534983
2021-09-10,MCD,240.32000732421875,241.32000732421875,239.0399932861328,239.17999267578125,2035200,53.30506868640546
2021-09-10,NKE,164.25,165.66000366210938,163.44000244140625,163.58999633789062,4252100,44.79488650379492
2021-09-13,DIS,185.1199951171875,185.8000030517578,183.5,184.97999572753903,6818200,61.13742804726899
2021-09-13,MCD,240.8300018310547,241.8000030517578,239.83999633789065,241.2100067138672,2294800,58.074997948058005
2021-09-13,NKE,161.55999755859375,162.9199981689453,158.3300018310547,159.52000427246094,8814500,36.08463398989738
2021-09-14,DIS,184.9600067138672,185.1300048828125,182.1499938964844,182.3999938964844,6185900,54.12250196844936
2021-09-14,MCD,241.72999572753903,242.25,239.5,241.1300048828125,2013800,57.82430725821545
2021-09-14,NKE,159.1699981689453,159.38999938964844,157.07000732421875,158.75999450683594,5323900,34.72670765908378
2021-09-15,DIS,182.0599975585937,184.6600036621093,181.1000061035156,184.4100036621093,5933400,58.15117515413984
2021-09-15,MCD,240.47000122070312,241.2700042724609,238.17999267578125,240.97999572753903,2507200,57.32462634953005
2021-09-15,NKE,157.5,158.32000732421875,155.6699981689453,157.91000366210938,6827100,33.22098107723528
2021-09-16,DIS,183.97000122070312,184.63999938964844,182.1199951171875,183.33999633789065,5678200,55.36400747171242
2021-09-16,MCD,240.2899932861328,243.58999633789065,239.9499969482422,243.2100067138672,3410700,62.51096110528975
2021-09-16,NKE,157.58999633789062,159.00999450683594,157.1999969482422,157.60000610351562,5085900,32.66470553864909
2021-09-17,DIS,182.9100036621093,185.8999938964844,182.72999572753903,183.47000122070312,10035100,55.64219155668063
2021-09-17,MCD,243.83999633789065,244.6300048828125,241.8800048828125,242.4900054931641,4756600,59.97655815298415
2021-09-17,NKE,157.9600067138672,161.0,156.07000732421875,156.4199981689453,7944800,30.566560895131524
2021-09-20,DIS,179.74000549316406,180.8800048828125,176.5500030517578,178.61000061035156,8056600,44.48156686653256
2021-09-20,MCD,239.8800048828125,241.9600067138672,236.63999938964844,239.08999633789065,4549900,49.72429664413042
2021-09-20,NKE,153.72999572753906,155.27000427246094,152.32000732421875,154.25,7041200,27.117044918285867
2021-09-21,DIS,180.32000732421875,182.22999572753903,169.02999877929688,171.1699981689453,23216000,33.42773862230508
2021-09-21,MCD,240.0,242.3500061035156,239.3999938964844,240.5,2008300,53.29021077552174
2021-09-21,NKE,155.08999633789062,156.1300048828125,153.5800018310547,155.02000427246094,5857900,30.1301870237028
2021-09-22,DIS,172.94000244140625,175.33999633789062,171.66000366210938,173.64999389648438,14214500,38.88002133891055
2021-09-22,MCD,241.8000030517578,245.8600006103516,241.47000122070312,243.1300048828125,3361900,59.11520557357058
2021-09-22,NKE,156.7899932861328,158.0,155.60000610351562,157.44000244140625,6844800,38.70674300227563
2021-09-23,DIS,174.94000244140625,177.19000244140625,174.3699951171875,176.25,8052900,44.05331938785856
2021-09-23,MCD,243.7400054931641,245.9499969482422,243.52999877929688,244.77999877929688,2941700,62.29228664831674
2021-09-23,NKE,158.7100067138672,160.2899932861328,158.27000427246094,159.5800018310547,11981500,45.1218790869098
2021-09-24,DIS,175.3000030517578,176.6999969482422,175.0800018310547,176.0,5712800,43.670562148870246
2021-09-24,MCD,246.63999938964844,247.3800048828125,245.2400054931641,246.4199981689453,2508800,65.18791331496938
2021-09-24,NKE,151.0399932861328,151.85000610351562,148.0,149.58999633789062,26913300,29.56534403290379
2021-09-27,DIS,176.6300048828125,179.4499969482422,175.9600067138672,178.25999450683594,7755000,48.0636348005339
